Setup,Movecount,Solution
R BRw D B' BR Dw',6,
R BRw D B' BR D,6,
R BRw D B' BR' R',6,
R BRw D B' BR' Dw,6,
R BRw D B' BR' D',6,
R BRw D B' Dw R,6,
R BRw D B' Dw BRw',6,
R BRw D B' Dw D,6,
R BRw D B' Dw D',6,
R BRw D B' Dw' R',6,
R BRw D B' Dw' BRw',6,
R BRw D B' Dw' B',6,
R BRw D B' Dw' D,6,
R BRw D B' Dw' D',6,
R BRw D B' D BRw,6,
R BRw D B' D BL',6,
R BRw D B' D B',6,
R BRw D B' D BR,6,
R BRw D B' D BR',6,
R BRw D B' D' R,6,
R BRw D B' D' R',6,
R BRw D B' D' BL',6,
R BRw D B' D' B',6,
R BRw D BR B R',6,
R BRw D BR B BRw,6,
R BRw D BR B BRw',6,
R BRw D BR B BL',6,
R BRw D BR B BR,6,
R BRw D BR B Dw',6,
R BRw D BR B' R,6,
R BRw D BR B' R',6,
R BRw D BR B' BL,6,
R BRw D BR B' BR,6,
R BRw D BR B' Dw,6,
R BRw D BR B' Dw',6,
R BRw D BR' B BRw,6,
R BRw D BR' B BL,6,
R BRw D BR' B BL',6,
R BRw D BR' B BR',6,
R BRw D BR' B D,6,
R BRw D BR' B' BR',6,
R BRw D BR' B' D',6,
R BRw D BR' D R',6,
R BRw D BR' D BRw',6,
R BRw D BR' D BR',6,
R BRw D BR' D' BRw,6,
R BRw D BR' D' B,6,
R BRw D BR' D' B',6,
R BRw D' R' B BRw',6,
R BRw D' R' B' BL,6,
R BRw D' R' B' Dw,6,
R BRw D' R' B' D,6,
R BRw D' R' Dw' BRw',6,
R BRw D' R' Dw' B,6,
R BRw D' R' Dw' B',6,
R BRw D' F R BR,6,
R BRw D' F R Dw,6,
R BRw D' F B BRw',6,
R BRw D' F B BR,6,
R BRw D' F B' BL',6,
R BRw D' F B' D,6,
R BRw D' F' R Dw',6,
R BRw D' F' BRw' D',6,
R BRw D' F' B' BRw,6,
R BRw D' F' B' BL',6,
R BRw D' BRw' BL B,6,
R BRw D' BRw' BL D',6,
R BRw D' BRw' BL' B,6,
R BRw D' BRw' Dw' B',6,
R BRw D' BRw' D BR',6,
R BRw D' B BRw Dw,6,
R BRw D' B BRw' F',6,
R BRw D' B BRw' B,6,
R BRw D' B BRw' BR,6,
R BRw D' B BRw' Dw,6,
R BRw D' B BL BRw,6,
R BRw D' B BL BRw',6,
R BRw D' B BL' B,6,
R BRw D' B BL' BR,6,
R BRw D' B' BRw F',6,
R BRw D' B' BRw' BL,6,
R BRw D' B' BRw' BL',6,
R BRw D' B' BRw' B',6,
R BRw D' B' BRw' BR,6,
R BRw D' B' BRw' BR',6,
R BRw D' B' BRw' Dw,6,
R BRw D' B' BRw' Dw',6,
R BRw D' B' BL BRw,6,
R BRw D' B' BL BRw',6,
R BRw D' B' BL' BRw,6,
R BRw D' B' BL' BRw',6,
R BRw D' B' BL' D',6,
R BRw D' B' BR D,6,
R BRw D' B' BR' Dw,6,
R BRw D' B' BR' Dw',6,
R BRw D' B' BR' D,6,
R BRw D' B' BR' D',6,
R BRw D' B' Dw B',6,
R BRw D' B' Dw D,6,
R BRw D' B' Dw' D,6,
R BRw D' B' Dw' D',6,
R BRw D' B' D F,6,
R BRw D' B' D BL,6,
R BRw D' B' D BL',6,
R BRw D' B' D' R',6,
R BRw D' B' D' F,6,
R BRw D' B' D' F',6,
R BRw D' B' D' BRw,6,
R BRw D' B' D' BRw',6,
R BRw D' B' D' BL,6,
R BRw D' B' D' BL',6,
R BRw D' B' D' BR',6,
R BRw D' BR' B BRw,6,
R BRw D' BR' B BRw',6,
R BRw D' BR' B BL',6,
R BRw D' BR' B BR',6,
R BRw D' BR' B Dw,6,
R BRw D' BR' B D,6,
R BRw D' BR' B' Dw',6,
R BRw D' BR' B' D',6,
R BRw D' BR' D B,6,
R BRw D' BR' D' R',6,
R BRw D' BR' D' B,6,
R BRw' R F B BL,6,
R BRw' R F B BL',6,
R BRw' R F B BR',6,
R BRw' R F B Dw',6,
R BRw' R F BR B,6,
R BRw' R F BR B',6,
R BRw' R F BR D,6,
R BRw' R F BR D',6,
R BRw' R F Dw' R',6,
R BRw' R F Dw' B,6,
R BRw' R F' R' B,6,
R BRw' R F' R' B',6,
R BRw' R F' B BR,6,
R BRw' R F' B BR',6,
R BRw' R F' B Dw,6,
R BRw' R F' B Dw',6,
R BRw' R F' B' BL,6,
R BRw' R F' B' BL',6,
R BRw' R F' B' BR,6,
R BRw' R F' B' BR',6,
R BRw' R F' B' Dw',6,
R BRw' R F' B' D',6,
R BRw' R F' BR B,6,
R BRw' R F' BR' B,6,
R BRw' R F' BR' B',6,
R BRw' R BRw R B,6,
R BRw' R BRw BL B,6,
R BRw' R BRw BL D,6,
R BRw' R BRw BL D',6,
R BRw' R BRw B BL,6,
R BRw' R BRw B D,6,
R BRw' R BRw Dw D',6,
R BRw' R BRw Dw' D',6,
R BRw' R BRw D' BR,6,
R BRw' R BRw' R F,6,
R BRw' R BRw' R BR',6,
R BRw' R BRw' R Dw,6,
R BRw' R BRw' F' B',6,
R BRw' R BRw' B' BRw,6,
R BRw' R BRw' B' BL,6,
R BRw' R BRw' B' BR,6,
R BRw' R BRw' B' D',6,
R BRw' R B BRw R',6,
R BRw' R B BRw BL,6,
R BRw' R B BRw BL',6,
R BRw' R B BRw BR,6,
R BRw' R B BRw Dw,6,
R BRw' R B BRw Dw',6,
R BRw' R B BRw D,6,
R BRw' R B BRw' F,6,
R BRw' R B BRw' F',6,
R BRw' R B BRw' BR,6,
R BRw' R B BL BR,6,
R BRw' R B BL' B,6,
R BRw' R B BL' BR,6,
R BRw' R B BL' BR',6,
R BRw' R B BR R',6,
R BRw' R B BR Dw,6,
R BRw' R B BR Dw',6,
R BRw' R B BR D,6,
R BRw' R B BR' R',6,
R BRw' R B BR' B,6,
R BRw' R B BR' Dw,6,
R BRw' R B BR' Dw',6,
R BRw' R B BR' D,6,
R BRw' R B BR' D',6,
R BRw' R B Dw R,6,
R BRw' R B Dw R',6,
R BRw' R B Dw BRw,6,
R BRw' R B Dw B',6,
R BRw' R B D BL,6,
R BRw' R B D BL',6,
R BRw' R B D' F',6,
R BRw' R B D' B',6,
R BRw' R B D' BR,6,
R BRw' R B' R F,6,
R BRw' R B' R Dw,6,
R BRw' R B' R Dw',6,
R BRw' R B' R D,6,
R BRw' R B' R D',6,
R BRw' R B' BRw BL,6,
R BRw' R B' BRw BL',6,
R BRw' R B' BRw B,6,
R BRw' R B' BRw Dw,6,
R BRw' R B' BRw Dw',6,
R BRw' R B' BRw D',6,
R BRw' R B' BRw' R,6,
R BRw' R B' BRw' F,6,
R BRw' R B' BRw' F',6,
R BRw' R B' BRw' BL,6,
R BRw' R B' BRw' B',6,
R BRw' R B' BRw' BR',6,
R BRw' R B' BRw' Dw',6,
R BRw' R B' BRw' D',6,
R BRw' R B' BL BRw,6,
R BRw' R B' BL B',6,
R BRw' R B' BL BR,6,
R BRw' R B' BL BR',6,
R BRw' R B' BL Dw',6,
R BRw' R B' BL' BRw,6,
R BRw' R B' BL' BRw',6,
R BRw' R B' BL' BR,6,
R BRw' R B' BL' BR',6,
R BRw' R B' BR R,6,
R BRw' R B' BR B,6,
R BRw' R B' BR Dw',6,
R BRw' R B' BR D,6,
R BRw' R B' BR' R,6,
R BRw' R B' BR' R',6,
R BRw' R B' BR' B',6,
R BRw' R B' BR' Dw',6,
R BRw' R B' BR' D,6,
R BRw' R B' BR' D',6,
R BRw' R BR R' B',6,
R BRw' R BR B BRw',6,
R BRw' R BR B BL',6,
R BRw' R BR B BR,6,
R BRw' R BR B BR',6,
R BRw' R BR B D,6,
R BRw' R BR B D',6,
R BRw' R BR B' BR,6,
R BRw' R BR B' D',6,
R BRw' R BR D R',6,
R BRw' R BR D BL,6,
R BRw' R BR D BL',6,
R BRw' R BR D BR,6,
R BRw' R BR D' R,6,
R BRw' R BR D' R',6,
R BRw' R BR D' F,6,
R BRw' R BR' R F,6,
R BRw' R BR' R B,6,
R BRw' R BR' R BR,6,
R BRw' R BR' R D',6,
R BRw' R BR' R' B,6,
R BRw' R BR' B BRw,6,
R BRw' R BR' B Dw',6,
R BRw' R BR' B' D',6,
R BRw' R BR' Dw' B,6,
R BRw' R BR' Dw' B',6,
R BRw' R Dw' R F,6,
R BRw' R Dw' R F',6,
R BRw' R Dw' R B,6,
R BRw' R Dw' R' F',6,
R BRw' R Dw' R' B',6,
R BRw' R Dw' R' BR,6,
R BRw' R Dw' R' BR',6,
R BRw' R Dw' R' Dw,6,
R BRw' R Dw' R' D,6,
R BRw' R Dw' R' D',6,
R BRw' R Dw' B R',6,
R BRw' R Dw' B BR,6,
R BRw' R Dw' B Dw,6,
R BRw' R Dw' B' R,6,
R BRw' R Dw' B' R',6,
R BRw' R D R' B',6,
R BRw' R D BL D',6,
R BRw' R D BL' B,6,
R BRw' R D BL' B',6,
R BRw' R D B BL,6,
R BRw' R D B D,6,
R BRw' R D' R F,6,
R BRw' R D' R' F',6,
R BRw' R D' R' B',6,
R BRw' R D' R' BR',6,
R BRw' R D' R' Dw,6,
R BRw' R D' F B',6,
R BRw' R D' F D,6,
R BRw' R D' F D',6,
R BRw' R D' F' B,6,
R BRw' R D' B BRw',6,
R BRw' R D' B D,6,
R BRw' R D' B' BR',6,
R BRw' R' B R' BR,6,
R BRw' R' B BRw F,6,
R BRw' R' B BRw F',6,
R BRw' R' B BRw BL,6,
R BRw' R' B BRw BL',6,
R BRw' R' B BRw Dw,6,
R BRw' R' B BRw Dw',6,
R BRw' R' B BRw D,6,
R BRw' R' B BL BRw,6,
R BRw' R' B BL BR,6,
R BRw' R' B BL BR',6,
R BRw' R' B BL Dw,6,
R BRw' R' B BL D',6,
R BRw' R' B BL' BR,6,
R BRw' R' B BL' Dw,6,
R BRw' R' B BL' Dw',6,
R BRw' R' B BR R,6,
R BRw' R' B BR Dw,6,
R BRw' R' B BR Dw',6,
R BRw' R' B BR D,6,
R BRw' R' B BR D',6,
R BRw' R' B BR' Dw,6,
R BRw' R' B BR' Dw',6,
R BRw' R' B BR' D,6,
R BRw' R' B Dw R,6,
R BRw' R' B Dw R',6,
R BRw' R' B Dw BRw,6,
R BRw' R' B Dw BRw',6,
R BRw' R' B Dw B,6,
R BRw' R' B Dw' B,6,
R BRw' R' B D R,6,
R BRw' R' B D F,6,
R BRw' R' B D BRw,6,
R BRw' R' B D BRw',6,
R BRw' R' B D BL',6,
R BRw' R' B D B,6,
R BRw' R' B D BR,6,
R BRw' R' B D BR',6,
R BRw' R' B D' R,6,
R BRw' R' B D' F',6,
R BRw' R' B' R F,6,
R BRw' R' B' R BR,6,
R BRw' R' B' BRw B',6,
R BRw' R' B' BRw D',6,
R BRw' R' B' BL Dw,6,
R BRw' R' B' BL Dw',6,
R BRw' R' B' BL' B',6,
R BRw' R' B' BL' Dw,6,
R BRw' R' B' Dw R,6,
R BRw' R' B' Dw BRw',6,
R BRw' R' B' Dw B',6,
R BRw' R' B' Dw D,6,
R BRw' R' B' Dw' R,6,
R BRw' R' B' Dw' R',6,
R BRw' R' B' Dw' BRw,6,
R BRw' R' B' D BL',6,
R BRw' R' B' D BR',6,
R BRw' R' BR B BR',6,
R BRw' R' BR B Dw,6,
R BRw' R' BR B D,6,
R BRw' R' BR Dw D',6,
R BRw' R' BR Dw' B,6,
R BRw' R' BR Dw' B',6,
R BRw' R' BR Dw' D,6,
R BRw' R' BR D BL,6,
R BRw' R' BR D' R,6,
R BRw' R' BR' R B,6,
R BRw' R' BR' R B',6,
R BRw' R' BR' B BRw,6,
R BRw' R' BR' B BR,6,
R BRw' R' BR' B' BRw,6,
R BRw' R' BR' B' BRw',6,
R BRw' R' BR' B' BL',6,
R BRw' R' BR' B' Dw',6,
R BRw' R' BR' B' D',6,
R BRw' R' Dw R BRw',6,
R BRw' R' Dw R B',6,
R BRw' R' Dw BRw R,6,
R BRw' R' Dw BRw F,6,
R BRw' R' Dw BRw BL,6,
R BRw' R' Dw BRw B,6,
R BRw' R' Dw BRw' BL',6,
R BRw' R' Dw B BRw',6,
R BRw' R' Dw B BL',6,
R BRw' R' Dw B BR,6,
R BRw' R' Dw B' R,6,
R BRw' R' Dw B' BRw,6,
R BRw' R' Dw B' BRw',6,
R BRw' R' Dw B' BL,6,
R BRw' R' Dw B' BR,6,
R BRw' R' Dw B' Dw,6,
R BRw' R' Dw D B,6,
R BRw' R' Dw D B',6,
R BRw' R' Dw' R F',6,
R BRw' R' Dw' R' BRw,6,
R BRw' R' Dw' R' B,6,
R BRw' R' Dw' R' B',6,
R BRw' R' Dw' BRw B,6,
R BRw' R' Dw' BRw B',6,
R BRw' R' Dw' B R,6,
R BRw' R' Dw' B R',6,
R BRw' R' Dw' B BRw,6,
R BRw' R' Dw' B BL,6,
R BRw' R' Dw' B Dw',6,
R BRw' R' Dw' B D',6,
R BRw' R' Dw' B' R,6,
R BRw' R' Dw' B' R',6,
R BRw' R' Dw' B' BRw,6,
R BRw' R' Dw' B' BRw',6,
R BRw' R' D BRw F,6,
R BRw' R' D BRw F',6,
R BRw' R' D BRw B,6,
R BRw' R' D BRw BR,6,
R BRw' R' D BRw BR',6,
R BRw' R' D BRw Dw',6,
R BRw' R' D B' BL,6,
R BRw' R' D B' BL',6,
R BRw' R' D B' Dw',6,
R BRw' R' D BR B,6,
R BRw' R' D BR B',6,
R BRw' R' D' R B,6,
R BRw' R' D' R' F,6,
R BRw' R' D' R' BRw,6,
R BRw' R' D' R' BR',6,
R BRw' R' D' R' Dw',6,
R BRw' R' D' F B,6,
R BRw' R' D' B D,6,
R BRw' R' D' BR B,6,
R BRw' R' D' BR B',6,
R BRw' F R B BRw,6,
R BRw' F R B BRw',6,
R BRw' F R B BL,6,
R BRw' F R B BL',6,
R BRw' F R B BR,6,
R BRw' F R B Dw,6,
R BRw' F R B Dw',6,
R BRw' F R B D,6,
R BRw' F R B D',6,
R BRw' F R B' BL,6,
R BRw' F R B' BL',6,
R BRw' F R B' Dw',6,
R BRw' F R D' R,6,
R BRw' F R D' R',6,
R BRw' F R D' B,6,
R BRw' F R D' B',6,
R BRw' F R' B R',6,
R BRw' F R' B BRw,6,
R BRw' F R' B BR,6,
R BRw' F R' B BR',6,
R BRw' F R' B Dw',6,
R BRw' F R' B' BL',6,
R BRw' F R' B' BR,6,
R BRw' F R' B' Dw,6,
R BRw' F R' B' D,6,
R BRw' F R' BR D,6,
R BRw' F R' BR D',6,
R BRw' F R' Dw' R,6,
R BRw' F R' Dw' B,6,
R BRw' F B R BRw,6,
R BRw' F B R BL',6,
R BRw' F B R Dw,6,
R BRw' F B R Dw',6,
R BRw' F B R D,6,
R BRw' F B R D',6,
R BRw' F B BRw BL,6,
R BRw' F B BRw BR,6,
R BRw' F B BRw Dw',6,
R BRw' F B BRw D,6,
R BRw' F B BRw' F,6,
R BRw' F B BRw' BR,6,
R BRw' F B BRw' BR',6,
R BRw' F B BRw' Dw',6,
R BRw' F B BRw' D,6,
R BRw' F B BL BRw,6,
R BRw' F B BL D,6,
R BRw' F B BL D',6,
R BRw' F B BL' BRw,6,
R BRw' F B BL' BRw',6,
R BRw' F B BL' B,6,
R BRw' F B BL' Dw',6,
R BRw' F B BR R',6,
R BRw' F B BR Dw',6,
R BRw' F B BR' R,6,
R BRw' F B BR' Dw,6,
R BRw' F B BR' Dw',6,
R BRw' F B BR' D,6,
R BRw' F B BR' D',6,
R BRw' F B Dw BRw',6,
R BRw' F B Dw B,6,
R BRw' F B Dw B',6,
R BRw' F B Dw' R',6,
R BRw' F B Dw' BRw,6,
R BRw' F B Dw' BRw',6,
R BRw' F B Dw' B',6,
R BRw' F B' R F,6,
R BRw' F B' R F',6,
R BRw' F B' R BL,6,
R BRw' F B' R B,6,
R BRw' F B' R D',6,
R BRw' F B' R' Dw,6,
R BRw' F B' R' D',6,
R BRw' F B' BRw R,6,
R BRw' F B' BRw R',6,
R BRw' F B' BRw BL,6,
R BRw' F B' BRw B,6,
R BRw' F B' BRw BR,6,
R BRw' F B' BRw Dw,6,
R BRw' F B' BRw Dw',6,
R BRw' F B' BRw D,6,
R BRw' F B' BRw' B',6,
R BRw' F B' BRw' Dw,6,
R BRw' F B' BRw' D',6,
R BRw' F B' BL BR',6,
R BRw' F B' BL Dw',6,
R BRw' F B' BL D',6,
R BRw' F B' BL' BRw,6,
R BRw' F B' BL' BRw',6,
R BRw' F B' BL' BR,6,
R BRw' F B' BL' Dw,6,
R BRw' F B' BL' D',6,
R BRw' F B' BR R,6,
R BRw' F B' BR D',6,
R BRw' F B' BR' B,6,
R BRw' F B' BR' Dw,6,
R BRw' F B' BR' D',6,
R BRw' F B' Dw BRw',6,
R BRw' F B' Dw D,6,
R BRw' F B' Dw' R,6,
R BRw' F B' Dw' R',6,
R BRw' F B' Dw' BRw,6,
R BRw' F B' D R',6,
R BRw' F B' D BRw',6,
R BRw' F B' D B,6,
R BRw' F B' D BR,6,
R BRw' F B' D' R',6,
R BRw' F B' D' F,6,
R BRw' F B' D' BRw,6,
R BRw' F B' D' BL,6,
R BRw' F BR B' R',6,
R BRw' F BR B' BRw,6,
R BRw' F BR D BR,6,
R BRw' F BR' B' D,6,
R BRw' F Dw' R B',6,
R BRw' F Dw' R' BRw,6,
R BRw' F Dw' BRw B,6,
R BRw' F Dw' BRw B',6,
R BRw' F Dw' B' BRw,6,
R BRw' F Dw' B' BRw',6,
R BRw' F Dw' B' BR',6,
R BRw' F' R F' B',6,
R BRw' F' R BRw B,6,
R BRw' F' R B BL,6,
R BRw' F' R B BL',6,
R BRw' F' R B Dw,6,
R BRw' F' R B D',6,
R BRw' F' R B' R,6,
R BRw' F' R B' BRw,6,
R BRw' F' R' B R',6,
R BRw' F' R' B BRw,6,
R BRw' F' R' B BRw',6,
R BRw' F' R' B BL,6,
R BRw' F' R' B BR,6,
R BRw' F' R' B BR',6,
R BRw' F' R' B Dw',6,
R BRw' F' R' B D,6,
R BRw' F' R' B' R,6,
R BRw' F' R' B' BL',6,
R BRw' F' R' B' Dw,6,
R BRw' F' R' B' D',6,
R BRw' F' R' BR B,6,
R BRw' F' R' BR B',6,
R BRw' F' R' BR D,6,
R BRw' F' R' BR D',6,
R BRw' F' BRw R' B',6,
R BRw' F' BRw' R B,6,
R BRw' F' BRw' B R,6,
R BRw' F' BRw' B' BRw,6,
R BRw' F' BRw' B' Dw,6,
R BRw' F' B R BL',6,
R BRw' F' B BRw R,6,
R BRw' F' B BRw R',6,
R BRw' F' B BRw BL,6,
R BRw' F' B BRw BL',6,
R BRw' F' B BRw Dw,6,
R BRw' F' B BRw Dw',6,
R BRw' F' B BRw' F,6,
R BRw' F' B BRw' B',6,
R BRw' F' B BRw' Dw,6,
R BRw' F' B BRw' D,6,
R BRw' F' B BRw' D',6,
R BRw' F' B BL BRw,6,
R BRw' F' B BL B,6,
R BRw' F' B BL BR',6,
R BRw' F' B BL D,6,
R BRw' F' B BL' BRw,6,
R BRw' F' B BL' BRw',6,
R BRw' F' B BL' B,6,
R BRw' F' B BR' R,6,
R BRw' F' B BR' B,6,
R BRw' F' B BR' D,6,
R BRw' F' B BR' D',6,
R BRw' F' B D' F',6,
R BRw' F' B D' BRw,6,
R BRw' F' B' R F',6,
R BRw' F' B' R BRw,6,
R BRw' F' B' R BRw',6,
R BRw' F' B' R BL,6,
R BRw' F' B' R BR,6,
R BRw' F' B' R D',6,
R BRw' F' B' R' BRw,6,
R BRw' F' B' R' BRw',6,
R BRw' F' B' R' B',6,
R BRw' F' B' R' BR,6,
R BRw' F' B' R' BR',6,
R BRw' F' B' R' Dw,6,
R BRw' F' B' R' Dw',6,
R BRw' F' B' R' D,6,
R BRw' F' B' R' D',6,
R BRw' F' B' BRw BL,6,
R BRw' F' B' BRw B,6,
R BRw' F' B' BRw Dw,6,
R BRw' F' B' BRw Dw',6,
R BRw' F' B' BRw D,6,
R BRw' F' B' BRw' Dw,6,
R BRw' F' B' BRw' D,6,
R BRw' F' B' BRw' D',6,
R BRw' F' B' BL B',6,
R BRw' F' B' BL Dw',6,
R BRw' F' B' BL D,6,
R BRw' F' B' BL D',6,
R BRw' F' B' BL' BRw,6,
R BRw' F' B' Dw' BRw,6,
R BRw' F' B' Dw' BRw',6,
R BRw' F' B' D' BL,6,
R BRw' F' B' D' BL',6,
R BRw' F' Dw' R B',6,
R BRw' F' Dw' R' B',6,
R BRw' F' Dw' BRw B',6,
R BRw' F' Dw' B' BRw',6,
R BRw' F' Dw' B' BR',6,
R BRw' F' D BRw B',6,
R BRw' F' D BRw' B',6,
R BRw' F' D B BRw,6,
R BRw' F' D B BRw',6,
R BRw' F' D B BR,6,
R BRw' F' D' R F',6,
R BRw' F' D' B' BRw,6,
R BRw' B R F R',6,
R BRw' B R F BL',6,
R BRw' B R F B,6,
R BRw' B R F Dw',6,
R BRw' B R F' BR',6,
R BRw' B R BRw F',6,
R BRw' B R BRw BR,6,
R BRw' B R BRw BR',6,
R BRw' B R BRw Dw',6,
R BRw' B R BRw' R',6,
R BRw' B R BRw' B',6,
R BRw' B R BRw' BR,6,
R BRw' B R BRw' Dw',6,
R BRw' B R BRw' D,6,
R BRw' B R BL' BR,6,
R BRw' B R BL' BR',6,
R BRw' B R BL' D,6,
R BRw' B R B BR,6,
R BRw' B R B BR',6,
R BRw' B R BR Dw,6,
R BRw' B R BR' Dw,6,
R BRw' B R BR' D,6,
R BRw' B R BR' D',6,
R BRw' B R Dw' B,6,
R BRw' B R D BL',6,
R BRw' B R D' F,6,
R BRw' B R D' F',6,
R BRw' B R' F' BL',6,
R BRw' B R' F' Dw',6,
R BRw' B R' BRw BL,6,
R BRw' B R' BRw BL',6,
R BRw' B R' BRw Dw',6,
R BRw' B R' BL BR,6,
R BRw' B R' BL Dw,6,
R BRw' B R' BL Dw',6,
R BRw' B R' BL' BRw,6,
R BRw' B R' BL' B,6,
R BRw' B R' BL' B',6,
R BRw' B R' BL' BR,6,
R BRw' B R' BL' Dw,6,
R BRw' B R' BL' Dw',6,
R BRw' B R' BL' D,6,
R BRw' B R' BL' D',6,
R BRw' B R' B BL,6,
R BRw' B R' B BL',6,
R BRw' B R' B Dw,6,
R BRw' B R' BR R,6,
R BRw' B R' BR R',6,
R BRw' B R' BR Dw,6,
R BRw' B R' BR Dw',6,
R BRw' B R' BR D,6,
R BRw' B R' BR' Dw,6,
R BRw' B R' BR' Dw',6,
R BRw' B R' BR' D,6,
R BRw' B R' Dw R,6,
R BRw' B R' Dw BRw,6,
R BRw' B R' Dw BRw',6,
R BRw' B R' Dw B,6,
R BRw' B R' Dw B',6,
R BRw' B R' Dw D',6,
R BRw' B R' Dw' R,6,
R BRw' B R' Dw' R',6,
R BRw' B R' Dw' B,6,
R BRw' B R' D R,6,
R BRw' B R' D BRw',6,
R BRw' B R' D BL,6,
R BRw' B R' D BL',6,
R BRw' B R' D B,6,
R BRw' B R' D BR,6,
R BRw' B R' D' F,6,
R BRw' B R' D' F',6,
R BRw' B R' D' BR',6,
R BRw' B BRw R F',6,
R BRw' B BRw R Dw,6,
R BRw' B BRw R D,6,
R BRw' B BRw R' BR,6,
R BRw' B BRw R' Dw',6,
R BRw' B BRw F R',6,
R BRw' B BRw F BRw',6,
R BRw' B BRw F BL',6,
R BRw' B BRw F BR,6,
R BRw' B BRw F Dw',6,
R BRw' B BRw BL BR,6,
R BRw' B BRw BL Dw,6,
R BRw' B BRw BL Dw',6,
R BRw' B BRw BL' BR',6,
R BRw' B BRw BL' Dw',6,
R BRw' B BRw B' R',6,
R BRw' B BRw B' Dw,6,
R BRw' B BRw BR R,6,
R BRw' B BRw BR B,6,
R BRw' B BRw BR Dw,6,
R BRw' B BRw BR D,6,
R BRw' B BRw BR D',6,
R BRw' B BRw BR' R,6,
R BRw' B BRw BR' Dw',6,
R BRw' B BRw Dw BRw',6,
R BRw' B BRw Dw B',6,
R BRw' B BRw Dw' B',6,
R BRw' B BRw Dw' D,6,
R BRw' B BRw D R,6,
R BRw' B BRw D BR,6,
R BRw' B BRw' F R',6,
R BRw' B BRw' F BL',6,
R BRw' B BRw' F B,6,
R BRw' B BRw' F BR,6,
R BRw' B BRw' F BR',6,
R BRw' B BRw' BL' BR,6,
R BRw' B BRw' BL' BR',6,
R BRw' B BRw' B BRw',6,
R BRw' B BRw' B Dw',6,
R BRw' B BRw' BR R',6,
R BRw' B BRw' BR Dw',6,
R BRw' B BRw' BR' R,6,
R BRw' B BRw' BR' B,6,
R BRw' B BRw' BR' Dw',6,
R BRw' B BRw' BR' D,6,
R BRw' B BRw' BR' D',6,
R BRw' B BRw' Dw' BRw,6,
R BRw' B BRw' Dw' D,6,
R BRw' B BRw' Dw' D',6,
R BRw' B BRw' D' BR',6,
R BRw' B BL BRw BR,6,
R BRw' B BL BRw BR',6,
R BRw' B BL BRw Dw,6,
R BRw' B BL BRw' BL',6,
R BRw' B BL BRw' B,6,
R BRw' B BL BRw' D,6,
R BRw' B BL B R',6,
R BRw' B BL B' D,6,
R BRw' B BL BR R',6,
R BRw' B BL BR B,6,
R BRw' B BL BR B',6,
R BRw' B BL BR Dw',6,
R BRw' B BL BR' B,6,
R BRw' B BL BR' B',6,
R BRw' B BL BR' D,6,
R BRw' B BL Dw' BRw,6,
R BRw' B BL Dw' BRw',6,
R BRw' B BL D BL,6,
R BRw' B BL D' BL,6,
R BRw' B BL' BRw BR,6,
R BRw' B BL' BRw Dw',6,
R BRw' B BL' B BR',6,
R BRw' B BL' BR R,6,
R BRw' B BL' BR B,6,
R BRw' B BL' BR B',6,
R BRw' B BL' BR Dw,6,
R BRw' B BL' BR Dw',6,
R BRw' B BL' BR' B,6,
R BRw' B BL' BR' Dw,6,
R BRw' B BL' Dw B,6,
R BRw' B BL' Dw' BRw,6,
R BRw' B BL' D' BRw,6,
R BRw' B BL' D' BRw',6,
R BRw' B BR R F',6,
R BRw' B BR R B,6,
R BRw' B BR R D,6,
R BRw' B BR R D',6,
R BRw' B BR B' R,6,
R BRw' B BR B' BR,6,
R BRw' B BR B' Dw',6,
R BRw' B BR Dw BRw,6,
R BRw' B BR Dw BRw',6,
R BRw' B BR Dw B,6,
R BRw' B BR Dw' BRw,6,
R BRw' B BR Dw' BRw',6,
R BRw' B BR Dw' B',6,
R BRw' B BR Dw' D,6,
R BRw' B BR D BRw',6,
R BRw' B BR D B',6,
R BRw' B BR D' R,6,
R BRw' B BR D' B',6,
R BRw' B BR' R D,6,
R BRw' B BR' R D',6,
R BRw' B BR' R' F,6,
R BRw' B BR' R' BRw,6,
R BRw' B BR' R' B,6,
R BRw' B BR' R' D,6,
R BRw' B BR' R' D',6,
R BRw' B BR' B R,6,
R BRw' B BR' B BRw,6,
R BRw' B BR' B BL,6,
R BRw' B BR' B BL',6,
R BRw' B BR' B BR',6,
R BRw' B BR' B Dw',6,
R BRw' B BR' B' R',6,
R BRw' B BR' B' BRw',6,
R BRw' B BR' Dw R',6,
R BRw' B BR' Dw BRw,6,
R BRw' B BR' Dw' R',6,
R BRw' B BR' Dw' BRw,6,
R BRw' B BR' Dw' D,6,
R BRw' B BR' D R,6,
R BRw' B BR' D BRw,6,
R BRw' B BR' D BRw',6,
R BRw' B BR' D BL,6,
R BRw' B BR' D BL',6,
R BRw' B BR' D B,6,
R BRw' B BR' D B',6,
R BRw' B BR' D BR,6,
R BRw' B BR' D BR',6,
R BRw' B BR' D' R,6,
R BRw' B BR' D' R',6,
R BRw' B BR' D' F',6,
R BRw' B BR' D' B',6,
R BRw' B BR' D' BR',6,
R BRw' B Dw R D,6,
R BRw' B Dw R' F',6,
R BRw' B Dw R' B',6,
R BRw' B Dw BRw D,6,
R BRw' B Dw BRw D',6,
R BRw' B Dw BRw' R,6,
R BRw' B Dw BRw' R',6,
R BRw' B Dw BRw' B,6,
